"size_code","width_mm","aspect_ratio_pct","rim_in","unloaded_diameter_mm","unloaded_radius_mm","unloaded_circumference_mm","dynamic_factor","expected_rolling_radius_mm","expected_effective_circumference_mm","source","notes"
"345/35R16","345","35","16","647.9","323.95","2035.438","0.97","314.232","1974.375","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/35R17","345","35","17","673.3","336.65","2115.234","0.97","326.551","2051.777","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/35R18","345","35","18","698.7","349.35","2195.031","0.97","338.87","2129.18","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/35R19","345","35","19","724.1","362.05","2274.827","0.97","351.189","2206.582","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/35R20","345","35","20","749.5","374.75","2354.624","0.97","363.508","2283.985","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/40R15","345","40","15","657","328.5","2064.026","0.97","318.645","2002.106","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/40R16","345","40","16","682.4","341.2","2143.823","0.97","330.964","2079.508","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/40R17","345","40","17","707.8","353.9","2223.619","0.97","343.283","2156.911","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/40R18","345","40","18","733.2","366.6","2303.416","0.97","355.602","2234.313","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/40R19","345","40","19","758.6","379.3","2383.212","0.97","367.921","2311.716","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/40R20","345","40","20","784","392","2463.009","0.97","380.24","2389.118","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/45R14","345","45","14","666.1","333.05","2092.615","0.97","323.059","2029.836","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/45R15","345","45","15","691.5","345.75","2172.411","0.97","335.378","2107.239","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/45R16","345","45","16","716.9","358.45","2252.208","0.97","347.697","2184.642","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/45R17","345","45","17","742.3","371.15","2332.004","0.97","360.016","2262.044","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/45R18","345","45","18","767.7","383.85","2411.801","0.97","372.335","2339.447","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"345/45R19","345","45","19","793.1","396.55","2491.597","0.97","384.654","2416.849","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/30R15","355","30","15","594","297","1866.106","0.97","288.09","1810.123","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/30R16","355","30","16","619.4","309.7","1945.902","0.97","300.409","1887.525","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/30R17","355","30","17","644.8","322.4","2025.699","0.97","312.728","1964.928","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/30R18","355","30","18","670.2","335.1","2105.495","0.97","325.047","2042.331","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/30R19","355","30","19","695.6","347.8","2185.292","0.97","337.366","2119.733","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/30R20","355","30","20","721","360.5","2265.088","0.97","349.685","2197.136","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/35R15","355","35","15","629.5","314.75","1977.633","0.97","305.308","1918.304","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/35R16","355","35","16","654.9","327.45","2057.429","0.97","317.627","1995.706","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/35R17","355","35","17","680.3","340.15","2137.225","0.97","329.946","2073.109","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/35R18","355","35","18","705.7","352.85","2217.022","0.97","342.265","2150.511","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/35R19","355","35","19","731.1","365.55","2296.818","0.97","354.584","2227.914","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"355/35R20","355","35","20","756.5","378.25","2376.615","0.97","366.903","2305.316","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/30R15","365","30","15","600","300","1884.956","0.97","291","1828.407","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/30R16","365","30","16","625.4","312.7","1964.752","0.97","303.319","1905.809","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/30R17","365","30","17","650.8","325.4","2044.548","0.97","315.638","1983.212","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/30R18","365","30","18","676.2","338.1","2124.345","0.97","327.957","2060.615","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/30R19","365","30","19","701.6","350.8","2204.141","0.97","340.276","2138.017","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/30R20","365","30","20","727","363.5","2283.938","0.97","352.595","2215.42","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/35R15","365","35","15","636.5","318.25","1999.624","0.97","308.703","1939.635","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/35R16","365","35","16","661.9","330.95","2079.42","0.97","321.022","2017.038","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/35R17","365","35","17","687.3","343.65","2159.217","0.97","333.341","2094.44","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/35R18","365","35","18","712.7","356.35","2239.013","0.97","345.66","2171.843","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/35R19","365","35","19","738.1","369.05","2318.81","0.97","357.979","2249.245","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"365/35R20","365","35","20","763.5","381.75","2398.606","0.97","370.298","2326.648","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"375/30R15","375","30","15","606","303","1903.805","0.97","293.91","1846.691","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"375/30R16","375","30","16","631.4","315.7","1983.602","0.97","306.229","1924.094","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"375/30R17","375","30","17","656.8","328.4","2063.398","0.97","318.548","2001.496","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"375/30R18","375","30","18","682.2","341.1","2143.195","0.97","330.867","2078.899","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"375/30R19","375","30","19","707.6","353.8","2222.991","0.97","343.186","2156.301","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"375/30R20","375","30","20","733","366.5","2302.787","0.97","355.505","2233.704","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"385/30R15","385","30","15","612","306","1922.655","0.97","296.82","1864.975","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"385/30R16","385","30","16","637.4","318.7","2002.451","0.97","309.139","1942.378","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"385/30R17","385","30","17","662.8","331.4","2082.248","0.97","321.458","2019.78","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
